Layers,Input_Dim,Hidden_Dim,Params,FLOPs,Latency_ms,RAM_MB
23,620,562,7315564,45388178,1.0039949239209325,78.21138325767075
22,1979,1500,50266510,203788728,5.28288639658781,282.14552033427594
24,1738,152,800746,5864103,0.3116791921525891,76.35835818807747
21,1430,266,1803756,7700788,0.3824283920108516,75.58187718227474
14,331,1300,22431510,28455609,2.4196880999789694,145.83894517330396
20,1482,330,2568070,25124273,0.37328562849827396,112.78009831269624
13,445,1492,27411034,40899025,2.2697154979260015,213.8098223964066
8,1411,1340,14484070,95866584,1.7238837245374148,131.06595417381658
22,1664,1193,31911567,119001195,4.310743030186368,247.52266190464374
24,574,749,13358425,129468857,1.6295610811926484,146.53270379866143
12,1569,1023,13139422,30406564,2.5802783420746427,107.77577422837224
21,642,476,4851878,31384891,0.9902140617058505,112.71604905278656
21,1811,1102,26317974,89004227,2.149358192811832,162.3909943444465
6,1232,1200,8697610,41677308,0.7476359915172297,94.56060335743958
13,1327,1952,48358858,375802744,4.484435893297288,242.43975805918072
6,1767,1855,20512600,80215113,2.360274311421569,124.10629455658123
24,1305,915,20481370,34763042,1.905679095568278,179.84872504149962
23,2004,1389,45274465,315068516,3.338233913430446,250.0492254877591
20,311,973,18319654,25308286,2.033642099417142,185.59331129362866
19,1933,1404,38236546,141588404,4.135548324323518,203.86325032398565
8,559,292,765342,2247725,0.11955421416333449,54.48946675589396
24,752,1745,71407155,580299613,7.035643034183962,336.2173599945818
20,763,967,18533532,114958037,2.0906672276031557,129.78600233377335
19,663,417,3418576,25362584,0.44821610544179785,74.05194666108164
23,706,1080,26458930,213717712,2.5720755175566747,186.16906959768536
4,107,1626,8128384,47353818,0.49665465075561255,104.40513768400838
16,657,1524,35879542,224622632,3.179973999936891,228.7495154030534
3,1852,1046,4139032,9408252,0.3146940821267835,105.59870312492035
8,1977,626,3992012,12316483,0.36319160025748354,81.58065366096035
12,1044,124,301330,2288414,0.1178637167512325,86.25938674596138
10,1735,1172,14419126,57324448,1.0531920719934136,123.8490498574455
11,72,1995,39985795,272891410,3.7061836935238524,175.11045648722134
2,114,1006,1138802,8837865,0.11146381532708693,65.0064873760039
19,1025,1621,49006082,107846622,4.144648735101591,322.56056802267983
5,1540,404,1281094,11560663,0.09890876335492478,104.9435442165991
13,1081,347,1828006,9633931,0.29984653325359745,113.93111610300316
22,654,774,13111570,89267007,1.1717330850707584,106.66426867714564
15,838,1117,18431627,181792159,1.4982579214507812,137.88221000531573
10,1136,1592,24650538,150074445,1.9126066979031566,172.11047511229117
7,1390,1789,21720259,205224747,2.207566818207534,147.66899768679173
8,1830,584,3466634,31587657,0.29645817981792544,92.71178055691053
9,491,93,116632,422108,0.09422209017051375,67.42602562506484
17,1916,559,6085843,27315241,0.5909800769797973,77.5858726433667
9,681,883,6855622,15582827,0.45240553014916124,87.03002368980991
10,1049,766,6099668,6469534,0.5868740596545666,125.9062976702303
2,810,1133,2215025,19344745,0.13678702609401514,67.15220063443887
6,1357,1447,12455786,76150331,1.0254468086061053,123.14083738661319
19,192,1515,41648875,65827162,3.3280933084393465,213.03446255614972
3,1067,105,135460,1153384,0.048503758502188715,88.98019326401193
3,447,889,1989592,19593287,0.1020686191005198,66.58388408275512
5,1382,1574,12108792,20655059,0.8111996472760812,118.06836848510297
2,779,196,193462,1633106,0.048015866227253914,82.04436581022006
3,441,58,33070,187728,0.03832702646824916,89.12145424566368
15,570,1319,25141469,31652766,1.8741588577561072,156.43199769620853
10,245,589,3278384,12003243,0.2954861841002414,124.81256505516228
12,1940,616,5382618,27236208,0.4860950050247006,98.4749781977816
6,65,144,115354,519361,0.059415309412594465,57.33805013986923
5,1235,544,1863754,6462035,0.11974845718113901,91.10463032115408
23,1004,829,15978985,54063119,1.4543262349926833,126.3129903178199
4,471,1725,9763510,64002831,0.7598558252827083,117.21179518565837
21,1569,1075,24832510,77123353,2.130539918546194,196.49272337045218
3,518,346,423168,876851,0.06942048764747222,68.90781309133219
5,568,1086,5350732,18940599,0.3842127450820369,95.40542198244675
13,913,849,9444286,25225760,0.7135626018527989,99.59636210620555
16,1796,242,1319394,6844958,0.20894102037102188,75.77885869573242
15,542,542,4420020,34601371,0.4563234165560126,113.6171662562038
2,35,1555,2491120,17511951,0.15397383925388616,76.25121628341765
18,1780,408,3567562,23211028,0.3044530665123491,116.03199626840512
1,748,506,384064,3126193,0.034702365882422766,87.41159286306132
8,1534,1481,17652049,123597531,1.318564726182581,132.194829414234
9,1510,253,898919,6928476,0.1653091249636202,54.47998397634684
6,1879,1134,8578720,77786526,0.5736603574376798,90.08722447094583
13,1321,827,9318646,47029217,0.6825426587404538,84.81580954694417
6,379,924,4633870,40450529,0.3741301465297034,123.98780334581778
21,980,1493,46090413,296780045,3.42350910641993,217.84819916049568
17,739,1456,35034282,130991830,3.20416396858197,225.46357648231617
5,1460,572,2152446,9534177,0.24752238111045602,94.77942639203529
4,1166,1024,4354058,40813103,0.3046207836261497,84.61697155336644
10,313,560,3008890,10880348,0.234670537371526,79.78619802789805
11,1560,43,86483,566578,0.10503326329309844,85.42399321016202
17,1664,943,15822607,90194657,1.5196431324513424,105.87950846107195
17,733,1195,23756610,175657779,1.839768125260024,207.97026703601549
19,1608,897,15951361,21338138,1.4500737775248065,141.8990086095803
13,1480,1054,14915164,123884952,1.4459099361508378,97.10215916087357
22,1034,1115,27296325,60246357,2.3088013960677607,140.75766833223085
2,601,1765,4197180,4713217,0.36453888801047646,87.3585311171203
1,1454,1750,2563760,16104099,0.1700717563997131,124.91831055723405
18,1957,1795,58337510,97397207,5.9632333993582,335.00053623090133
16,310,627,6107617,28145361,0.5489125060768113,100.36757240402542
16,1878,599,6522521,32134141,0.5974015705776671,101.19080611280022
12,461,1877,39661020,173239865,3.2969120217706442,233.98300888138414
2,2019,1020,3112030,24843617,0.11901661601551311,64.26418990501631
21,649,895,16629110,126067380,1.2970229148963934,170.82467257465916
12,735,1635,30643180,252642584,2.160052702889304,172.3997746857663
4,1286,1077,4879897,13305862,0.3864741709369561,105.68579147707102
14,359,1741,40070866,212817176,3.254831740981875,189.56247854660296
14,233,994,13099936,82138700,1.0993404123682475,119.8326356469038
18,1109,1470,38406700,178011673,3.0531475601642537,227.47729749952197
8,84,2024,28882490,278555471,3.043038342917607,145.6233034876298
21,1296,708,10964806,98190026,1.2752476268722708,126.72743908764096
17,1607,328,2257306,14797588,0.3162698797395301,71.0012915147109
1,869,1231,1083290,7481953,0.06834240916064002,114.40431513269193
1,775,1971,1549216,9408831,0.10484865627241623,94.49368192190474
21,1556,1875,73288135,176419127,6.465229249124887,301.030886930464
7,1497,766,4680270,35707317,0.9133023206599294,95.38670125826518
2,1621,1493,4667128,5640277,0.34234510444879696,63.651456208317434
18,1592,1279,29881287,75281345,3.1522307797164753,169.6007571232202
10,1168,147,369127,3380032,0.14835759009712435,70.4596676381933
4,1887,540,1901350,3319411,0.19431525035797104,102.02951697321264
10,681,851,7114370,18891003,0.6256526016120725,111.8010132660394
18,1490,229,1239129,11149272,0.2647556201177407,82.60843053684304
9,52,1842,27274504,151834414,2.286534327911724,187.71036262440072
12,217,1761,34533220,72412481,3.3511707059938427,171.3856929909962
16,228,1127,19338203,90509413,1.6642868959764183,157.4922246961684
18,946,1600,45078410,427837217,3.9334217081349667,247.8090918703026
20,1745,66,199924,1975521,0.14369790452910802,84.57645137497688
20,1319,1854,67810060,541629113,5.2089695318810705,301.03085084215155
13,700,1396,24395110,111701919,3.0315901459799237,147.93221090923979
9,551,834,6039838,18078990,0.5950304837690782,123.97300786454113
13,453,144,317386,1120509,0.3192415076352808,56.84566320908285
16,674,1561,37643525,219654797,5.3403724297054405,202.8369153375521
8,1294,342,1267462,9687577,0.18010513487020277,87.07434296252828
4,795,100,110910,917415,0.059919913430871094,78.19719023367408
17,1688,576,6296266,32346024,0.6670940681481493,110.06017289127996
21,610,747,11639017,112887714,1.155779496183204,112.77135008384036
16,45,981,14505076,56150507,1.6492143809367517,125.45263269305302
5,881,1706,13170330,23268349,0.9321777050286091,124.03080186243112
12,1109,2012,46805166,303353293,5.624328840017043,244.56657301796366
23,924,363,3246319,31758044,0.5042806798893947,71.01284713643706
2,1366,1235,3227065,11699663,0.18278102817023456,117.77828123737225
12,1271,1799,37926528,220048343,3.1593115719065468,187.494879358178
15,1105,731,8307094,77653015,0.8309411802505838,104.09465517113645
23,1704,1201,33818969,264521943,2.9630282751314616,227.10723443338674
6,1253,456,1618354,15132830,0.1571160924617292,84.42437071983524
16,1693,1117,20635468,96389612,1.5919453521055658,158.69850402962138
3,212,203,128103,292114,0.047741991539292296,84.65647789016161
19,245,864,13673674,105293522,1.1679351850804307,109.74846996879722
2,643,1010,1681660,3536994,0.10745174760439255,68.43471142210157
20,1291,1248,31241194,216692301,2.5422228315119373,172.82435785681793
23,594,1634,59763560,342309077,5.430304242940788,335.1843218420144
13,1294,1473,27976699,91112541,2.799671202129388,160.9334102366139
9,1339,1872,30577258,150847179,2.4699487738969297,179.41380434010904
10,1949,1814,33187140,218485567,2.36487845951267,210.93616274511342
8,1788,144,405226,1348840,0.11944846496558298,83.54123229305878
20,1411,70,193980,529975,0.12896641375195755,85.17861438328735
13,348,1799,39504251,249566758,4.035588709642514,247.14761082758795
11,1451,1125,14312260,50493677,1.2245192633019926,151.23401476957076
14,1884,865,11377355,99810885,0.8248073940715652,144.50310182282368
7,1009,1911,23872222,79662121,1.9765762010413446,189.85195996662532
23,1208,159,753511,4456462,0.3103905389799052,56.857636918582116
4,1426,1615,10150285,52808698,0.7472559715813347,123.11356015534379
13,271,1394,23728678,187479316,2.1981017269220935,171.2618688996902
11,1104,711,5855095,58432151,0.48272893971140535,105.9569721651079
3,1697,284,646962,4078891,0.06729444626846584,57.49804001163399
12,1735,1260,19677430,114994393,1.557222138848324,116.37157549988119
11,1128,51,84619,575893,0.0725263655705921,104.18073987574765
8,554,68,71274,531864,0.06885724002757418,96.24245517380298
23,1334,1933,84845179,312110635,7.644906433578031,437.858577194747
6,1358,1001,6385389,26067195,0.7169819387158834,107.05602405408361
12,1301,1909,42612708,115009088,7.747997815133181,288.9520785357815
9,36,1382,15355412,16215513,2.0394625498969714,97.78185986512288
6,993,640,2693770,15299803,0.3001835909496857,69.79664965575586
2,585,104,72914,349378,0.03717083175713369,72.06023147469135
5,539,1553,10507608,101485845,0.9969777517867677,125.63326262875165
17,1497,578,6226226,32045025,0.7781479220131278,117.3675470313065
1,1740,571,999831,8144400,0.09638986029957994,63.57441726246754
4,470,787,2239025,5541798,0.26444943385573016,73.71341840824007
10,664,1704,27298090,246648105,2.687187875501767,138.48583281671645
2,491,710,861240,4404401,0.1075585202926583,74.25361714990551
10,1138,1181,13920457,81151106,1.3352085282271873,117.04131423018192
21,225,1798,65116378,492620255,5.172363218923416,315.87099208286014
21,1503,90,300070,2280697,0.1449808939814606,60.758108145767885
1,559,1466,835630,4015385,0.050051871186197,61.919268098265306
24,1759,882,19473688,168364308,2.136748471198897,134.797131363233
4,1063,384,855946,8038158,0.12647412672723357,59.311150161495284
5,271,393,730204,4277657,0.11700920909797628,68.10368342132979
4,509,561,1237576,10204395,0.13067967147776044,81.53748896264091
6,1479,1020,6726910,29462137,0.7309288792993893,114.55135708773031
16,634,1514,35382190,237998668,4.002343057047791,245.63895211200403
2,452,1695,3659515,11223972,0.24328932679233603,99.66701195139515
1,710,1918,1382888,7117157,0.09442411378949273,87.31654298288505
18,967,1308,30386158,116072192,17.240898661135205,203.20497100717765
8,1570,1114,10456014,83572448,1.0516771089982153,89.81275817881948
10,186,1042,9986538,26848851,1.5786716303681096,109.34549393636152
14,1404,1555,33654875,216618416,4.432059654299499,168.02167389391397
9,593,1393,16376118,80423301,1.8194924750429113,168.25323662059537
11,1782,370,2036120,2629495,0.32144072269027124,77.06815168226088
10,881,715,5245250,24086216,0.5198964091412743,68.79866485756973
14,758,915,11599465,72361611,0.9620411197917861,119.29166084338364
17,387,885,12898000,91410511,1.3552703961861527,112.27186273998461
15,870,800,9676010,74963208,0.8450108481054015,135.39388514005608
10,1604,296,1269258,9621641,0.20142464668554966,100.01707406501008
21,61,911,16682242,134859123,1.53898826857504,119.89676739404652
11,176,2041,42058897,344438994,6.394459071016303,244.17940920503133
10,821,951,8939410,81816281,0.8140745838390396,86.23512179045842
3,1267,205,346460,714787,0.1600002175580353,111.57121865206413
4,1506,510,1555510,5397501,0.13568458973088332,65.18515586919145
10,1753,989,10556596,52383213,1.194328168852965,86.48139643814656
15,317,2010,57248830,173371003,8.206198449345752,347.0409072959947
17,852,802,10996232,31465435,1.2294252365046485,90.96397865590897
21,332,1610,52426440,281565219,4.839849981718338,231.9087396877446
18,1030,1195,25540745,69119690,2.2630021165345924,182.70910205164176
21,1080,962,19577672,59679222,2.5040430440908144,154.607622173828
11,1310,726,6237076,60391629,0.5870662396878371,106.30066700717101
16,913,384,2572426,23505000,0.46356027598130095,100.27867234830485
10,389,261,719848,5790677,0.23038915780321426,110.62211225983631
8,1629,1425,16561360,65813433,1.2663719623819678,139.0812197432558
13,806,1626,33074476,213466424,2.7948222696900333,175.65798467814633
18,113,2034,70618456,565043937,13.035718204003754,396.95284494171256
12,1661,913,10705848,99116958,0.9840681164138823,115.98388267559575
8,1791,1587,20500876,69412607,1.5009725135367162,150.342611555771
6,1235,711,3417076,13878655,0.3595011344736649,106.83031297596476
11,878,1952,39857898,398549764,3.2571507643541873,216.0461341317987
8,628,1136,9767338,73311586,0.8002423918734125,80.27157685011545
5,1570,102,203296,1588814,0.09602759191353512,51.38074441093789
22,1796,1276,36524234,358028474,3.532438350911731,240.18834678414882
9,551,1522,19399422,63565375,2.2339884886512826,151.86165330306812
18,156,889,13599043,54464279,1.0435134480299748,115.14498291152276
6,1080,827,4326047,10536533,0.38116818156689825,62.419336989583634
20,1083,124,430166,3990349,0.16460827415675197,62.2711633992018
18,1993,1756,55968998,159761889,4.258628821663182,316.4718635548134
24,1187,693,11891890,52641499,1.3589389043286546,108.26684309119092
22,1110,1785,68949205,131297182,6.063869795238782,337.8697195670529
5,158,496,1069882,2792537,0.13429212787730752,61.33666703202794
13,824,377,2024877,13186256,0.27608835257444225,73.19369676508246
8,1142,1212,11688538,97748574,0.9358385698924331,120.80539377887838
17,458,1866,56616316,195321124,4.810381286836075,291.07813548704763
18,643,1749,53176606,134288857,5.347288622634813,263.9887973540675
3,1030,921,2657095,18365741,0.217681115728356,55.270611159040186
19,537,1531,43057854,310624816,5.443167827526794,275.4973957068948
5,779,907,4010764,9232179,0.3437847473930354,109.66311900367606
15,1709,1427,30983034,123311051,2.510726905754649,181.95518502456963
9,1034,908,7551846,30409987,0.7591560810061818,70.8709619388926
23,629,1155,30113170,40499331,4.4434460945134076,167.12966847218962
3,1875,1015,3976780,6214025,0.37693773632746924,96.37701277025596
10,805,870,7529860,69392648,0.6688108451181394,106.41351686105148
3,148,1191,3028723,28790929,0.25754783290689925,81.29230721704397
7,2035,1405,14727220,142430900,1.6758588857077275,144.2934598128824
21,2029,1760,65577610,364952695,6.802322243373867,371.0739832522074
2,161,1185,1609240,10499027,0.15757009231030206,94.68619617689188
19,149,1477,39530438,272070485,3.170151165641107,225.6200695124436
1,523,2034,1086166,2339575,0.06222131138446948,87.8422775200022
13,166,277,973111,1346135,0.14261069146588143,98.48089323694435
14,1735,2034,57360844,253396071,10.610864711777268,250.12425068727404
18,2033,1044,20680606,85131581,1.9556495802511318,127.0359433486765
24,544,1949,88494355,880803670,7.277646505390841,408.2789899089943
6,742,1210,8237690,55508169,0.5480870528605678,100.35339339789515
20,991,501,5280550,50838700,0.4988370246504481,81.9966609617007
20,977,727,10774150,43374808,1.035758416830058,117.71083814436987
6,970,1926,20446426,159665903,1.8772177078676267,147.6409902647796
9,1646,415,2068785,11837946,0.20022722640770002,75.12892401623671
24,617,1984,91825482,298420756,9.190311358687808,491.0564341526889
15,1451,52,114618,176785,0.17057830685301875,89.27095133817824
5,1056,1336,8570450,16871909,0.6838356462387517,100.73197584565264
3,1713,1870,10221430,34658491,0.7127712848461984,123.94693769118436
15,1351,1604,38226538,83669374,3.049271495179967,189.93601105543445
10,778,867,7457077,10421613,0.6497644729962845,90.56779483257937
13,1960,1284,22330054,156977536,1.9038468922670997,118.95465408661669
1,2015,77,156012,1412664,0.040754372708291506,87.32839726320798
2,252,1991,4489715,20318130,0.274042574830566,83.22291453165063
8,559,420,1477150,10353778,0.17916858794872764,78.01432887479662
24,1150,1692,67849210,147910439,6.0189912118331055,321.55574586692177
7,997,1551,16006330,59570598,1.4571848596855486,179.75269311530636
21,910,282,1855852,18153044,0.4237289813298993,71.69043714582617
18,1049,698,9034224,46475934,0.8931780670782296,84.27780189582856
8,1540,1188,11730322,93242665,1.0004456014936327,101.9118126641959
2,1815,1795,6501500,32962639,0.3658135569790239,101.13541756266174
20,327,202,847400,7927150,0.2637424967814848,55.09605468118227
11,1906,1148,15391246,28032397,1.1973056072456794,136.57569382413268
14,1926,2003,56061977,340920042,5.153916373303008,322.81649028133126
19,1394,1893,67195831,93188629,7.68797699450957,307.6793042048189
14,572,1021,14160259,103576206,2.413254792201868,125.35849949373707
18,852,1171,24341587,56633090,1.9499587148804787,164.8452873366477
16,704,689,7623795,72557670,0.7424819874281118,121.72029880481041
12,424,254,822970,4169474,0.1570787019364279,70.4668276375483
2,530,194,142794,1309463,0.03287087634791973,66.15069952937614
13,1350,603,5191237,11168502,0.34059491315856294,122.1704650522946
10,44,960,8355850,81193196,0.6512882290877535,132.3161093391398
20,959,1904,70762170,314408670,5.081004812348364,381.9883045648856
6,1148,1597,14610963,28830712,0.9701198627133291,136.03605539935992
1,1581,2044,3254058,16932211,0.19098445138785422,94.08309438098905
6,1963,1777,19305338,118133357,1.8330879334186578,158.6966293748739
9,1585,1006,9709922,12303845,0.8164339496428383,128.45903018007274
2,303,1235,1914260,12576827,0.12721019924457863,92.61046640556981
10,1085,535,3167210,20761410,0.26421790896746805,125.679738554273
13,849,1409,25052030,32890539,1.9899899703448005,170.6538112831838
5,199,1361,7700548,61581585,0.7139132829881123,129.4002131266779
15,1515,599,5945684,8704707,0.6567930524648437,91.36993805250904
6,1799,1524,14378950,52939458,1.3918329814690495,112.72612857976026
16,1828,1837,54024343,249954333,5.949474763835764,246.5382327528325
5,393,1643,11468150,24192517,1.0512978874657268,125.7176276695917
10,276,180,344890,3031687,0.09582765501056989,58.046600365704776
14,220,1365,24554995,72431239,2.2496343069286135,164.65494816751993
12,504,836,8127602,33709545,0.8039561638538495,101.85619895202716
11,1201,1650,29241310,292284036,3.1632494553605652,192.3220275024683
8,1133,678,3998176,14943165,0.31567427116704744,62.20294605146531
19,333,699,9047866,80248532,0.9300763966913642,143.5110802987112
21,1685,1748,64109658,515719503,6.729553744498617,292.1537556138888
12,582,1032,12338602,34125661,1.195930638364913,106.13684868296274
3,1028,476,948678,8329610,0.10728498401783265,74.5487277057014
3,1314,1301,5111639,17827010,0.3363340198186511,118.98666478814783
15,1429,277,1476974,4302051,0.22371350804820758,72.77484109462885
16,1677,661,7679508,12181628,0.7137655403796764,97.85202289848945
11,2010,1000,12031010,68240162,1.0146287588998864,128.6396605676507
16,666,424,2990058,3210675,0.3528336649217299,57.09445177625489
11,1731,483,3179116,16393389,0.3263752228774882,95.63570011731568
24,35,316,2318502,11379534,0.3189972223418912,109.17330545828031
17,867,1235,25507700,126764215,2.1417916346158745,167.4189957165236
13,316,182,459196,3043570,0.1353651265628098,61.461522096215376
12,1628,2041,49190151,448421249,8.639422655117862,284.357799847519
6,400,331,685511,4938068,0.1538533908582665,87.4668520272612
10,973,573,3523960,21042422,0.39533269011319067,80.21281378643589
20,565,689,9429664,40999980,0.9013856223597447,74.72972213445126
1,593,1025,619110,5152344,0.04660481098248213,101.4528905614003
12,1310,1272,19492138,44814965,1.7272796796847643,144.2061583520988
18,87,1208,24946418,232460136,2.8620477815822616,183.49080891314802
7,37,1853,20701726,57265204,2.0902192607914496,171.81611488246804
17,932,643,7231831,33133252,0.7640048210472365,89.00870669209436
3,1095,287,482744,2702379,0.06575916489224594,99.18317374475753
5,460,1057,4971081,33127101,0.29500864859423653,81.1365315994907
23,229,1956,84683074,435796812,7.766471046926939,379.8378801522523
9,1002,620,3708230,23796516,0.3608444394895324,124.2134740025292
24,1763,1652,65738046,492957236,6.93080350845158,281.77676421184907
14,1600,52,119610,344908,0.12367321481444658,86.67130354585731
18,282,2009,69236177,129087820,5.8568045035182,300.20648489567606
11,812,1593,26703469,248471447,2.314307859286496,169.33997314246753
23,1539,1471,49916924,494807211,4.6268802012326615,255.65482968976337
20,1589,1561,48824968,114932960,4.982190754542198,295.73418377726506
12,968,600,4554010,31643934,0.4504113365749509,60.83092873504155
21,954,1138,27021820,263281185,2.2191987610032027,200.9742402993419
4,414,1947,12205753,20929677,0.8865855012839966,160.36936434721127
3,602,1825,7783635,74120054,0.49809578573829616,77.58466361144266
18,271,589,6073778,56397812,0.6434796160006792,103.32756706261387
8,1037,151,318922,1007840,0.1369229816300187,102.93868602620664
5,263,1140,5515330,47155368,0.4002158984956721,120.4548747808414
18,1004,66,142174,1095406,0.1375471309113258,76.66592547159652
4,1231,1364,7279678,38479194,0.5994851308953912,93.42447995280006
21,1319,972,20207890,33140698,2.6339355012584886,162.19787931191507
8,875,485,2079690,12210477,0.25554147195162824,114.68018710220885
21,1851,281,2108072,9169294,0.43111393505690826,59.05031290328701
5,443,476,1124322,10899081,0.12882921188023685,73.44721098404588
22,70,1857,72606853,483681464,6.490485370116913,308.5842392755191
18,1413,1460,38341070,87780904,3.546793007861867,213.122395981513
2,1792,1808,6530506,59880088,0.459323428882677,83.85588812842119
20,1060,559,6546459,25508008,1.1665392256545004,96.6922219381812
21,885,660,9316570,80438100,0.9945694902166314,123.42855505626575
23,1916,935,21055275,32473528,2.2696886556779656,161.4019151010204
21,1584,788,13691510,55500812,2.6089230236327006,138.7566872978981
1,1323,1787,2383868,8004879,0.3072119228677874,68.14796313700599
19,1587,886,15561714,88084804,1.3179432611357391,148.18429712344775
4,1048,437,1037011,8720888,0.1308137063663124,88.76888544278108
13,1372,1141,17214277,136468981,1.6141468781314543,145.52481378308298
8,820,1433,15575287,113945644,1.5260242618105655,111.71286326766399
12,651,1816,37498594,199687276,3.701844055228919,208.5065396611882
15,441,752,8267498,68670639,0.8342781426060404,81.98195486190657
19,269,780,11183650,87944868,1.0471973043308735,84.46993438985238
7,1956,1003,8014983,32009399,1.1645320653764941,126.3550596966524
3,1460,514,1285524,6850765,0.14391131379626332,59.05721109429143
5,2031,440,1674650,5874659,0.1581198109198478,71.84294087375541
22,1279,1061,25031122,158030599,2.6476727105198705,155.08595130159796
23,219,1348,40315994,382292101,5.238240649079824,201.74542265267354
2,123,1143,1460764,13162262,0.15307082561475918,66.5792572935849
5,1084,1181,6876973,39625265,0.5354229757952703,80.97539536411436
2,1110,1766,5100218,42592467,0.35460065859130224,115.34017858436499
17,1909,463,4326282,36852132,0.41984372613047094,81.0793305107977
4,1305,485,1345400,4876743,0.11546245544807275,56.725389979470684
21,67,1593,50909104,436290801,3.93043740361547,231.57280957388872
11,1983,180,684730,4349564,0.18887062059537907,79.47822206874199
18,1860,1025,19795835,148549424,3.578983973511367,145.04267316791814
4,849,1988,13572086,76495482,1.3400013241730153,153.11701894605775
2,1440,1143,2966095,12109864,0.2238074794279138,85.69963574446976
17,1667,1386,33083830,243605494,5.592440752128809,214.6647950459756
4,1603,1948,14534038,25424937,1.5276772902998736,125.07114924611315
23,1365,1902,82246294,371882014,8.758181705613111,353.6110113521593
13,440,1510,28060340,109604908,2.5929176635380204,152.60494345961948
9,2044,1317,16592893,127419108,1.5470144927607243,111.17608063056213
15,1911,1000,15936010,103875174,1.4731536747724394,137.2977939029109
8,575,78,88852,433981,0.08146679730244615,104.6144932742025
20,1604,1086,24183058,94652086,2.4173378920618456,134.61414567451007
19,1005,535,5705250,27448326,0.6369625937422579,98.4565060541569
20,123,1753,58655390,419519543,5.04503748291414,270.48260177258084
18,1779,1103,22675484,94013832,39.333960202776126,137.2903186599012
13,611,80,127530,1189617,7.2794512123137,95.98396920671995
17,1999,421,3688812,9929040,0.6799772448894015,107.49011673479762
14,2034,1220,21859970,150231672,2.4109613796265865,178.20446956899065
19,244,1175,25172035,60722635,3.3135807750388584,185.6350109035832
15,2005,1287,25801786,207432769,2.562233830629439,158.421918872391
21,899,1362,38367550,213073328,4.699739081704004,230.3042514322051
2,1811,218,444948,1308807,0.09246664283923835,79.36379992688778
22,1015,1594,55026484,166323492,4.550721750998112,260.59421882811387
9,915,230,638030,5141831,0.10582881156854829,88.78328294646185
5,1200,1330,8691560,61902646,1.1264385973075324,132.16228520568458
18,1882,1283,30434053,258496121,3.5407511318770015,163.38408614148733
23,738,1480,49329890,366108425,4.64269247120887,246.63167354965506
11,809,1576,26145850,162615883,2.108814324515882,208.53184667239836
17,828,1990,65063060,205518677,6.874223359680389,314.94689845069865
18,566,312,1840186,7851272,0.3017433429862145,87.62995299075092
14,1212,151,483059,2110967,0.13415516236578504,71.95131467444101
21,1899,1297,36147400,233138370,2.922402625885185,204.87029241911836
5,748,577,1771977,8832517,0.13165265923116587,96.76834813097834
2,568,1504,3134346,19722409,0.23315775421347917,96.6347997677932
5,631,1255,7110840,64828335,0.5638379820847033,91.43589914313291
9,1557,365,1641050,8330502,0.16916944583631613,85.84731296573273
14,547,1814,43813552,320079208,3.4480772215559914,267.74122148329747
20,197,1424,38851002,366569652,3.501678295595179,243.55803651277165
5,1677,1508,11647802,101274373,0.7730049938961374,91.23941854364051
3,1635,1362,5954674,46814662,0.32009029158852687,114.97687875732986
10,1035,1235,15029960,50583209,1.2317978858870022,163.6622162774809
7,1299,177,420916,2171044,0.1118871623873881,83.45657519672208
