Layers,Input_Dim,Hidden_Dim,Params,FLOPs,Latency_ms,RAM_MB
2,1928,444,1058506,1058506,0.09034713684131926,10.170269441791769
16,1273,777,10065268,10065268,0.7967334262724974,96.65811838595423
20,947,1536,46327306,46327306,4.308685687435722,505.4177509694308
6,766,1208,8240986,8240986,0.8278948508550796,70.52866786162222
19,87,1808,59049290,59049290,5.145863238844208,629.3395454856455
8,1561,605,3517480,3517480,0.2712834810329916,37.85822782972161
24,1177,341,3087424,3087424,0.42142223171945914,26.825653602372846
7,802,1063,7650421,7650421,0.4770196037541305,81.06922321547653
13,179,1614,31585990,31585990,3.3193805746181098,293.14290383156805
14,2031,212,1019942,1019942,0.16343948395702357,10.50394460183481
23,933,1987,88779170,88779170,8.77002506273233,809.9774207332856
19,957,1766,57878894,57878894,6.350647328408881,540.1369186460381
8,167,1497,15964018,15964018,1.6073017113083214,142.86761396997622
12,1260,1271,19399283,19399283,1.7966887686767186,164.30336496799114
17,287,811,10778200,10778200,1.057654460074497,94.8896235111372
24,1456,653,10780387,10780387,1.0242552353468728,102.09259831246315
8,1080,1327,13783559,13783559,1.066786608661866,124.73233265978476
5,694,253,435423,435423,0.06887900190535377,4.214921115049207
15,670,240,973210,973210,0.1397770126041824,10.353487323314745
12,1523,1454,25501716,25501716,2.4591009622528874,229.89044443760042
20,559,1498,43518408,43518408,3.0820264960792354,407.7261744107552
6,1204,1242,9228070,9228070,0.7560759881623108,77.44989625125991
14,1106,1786,43485538,43485538,4.030345098766705,430.48969372685946
17,275,657,7104808,7104808,0.6225208305471313,73.59221617744514
21,143,477,4633588,4633588,0.5644454929572215,46.035460463840266
2,864,824,1400810,1400810,0.0892920975128125,12.187937358769812
11,415,1807,33440352,33440352,3.3375447799865503,315.33823006420585
1,1519,535,818560,818560,0.044949082017978016,6.772299340889909
20,620,341,2430999,2430999,0.3537461295660218,24.400299098833695
20,91,1917,70054858,70054858,7.279572695837204,586.9169653449669
22,388,1463,45562219,45562219,3.7908159848062475,372.4555057330887
23,259,1969,85868100,85868100,9.329890451684212,768.7552016804964
10,401,956,8627910,8627910,0.6633582434201386,85.20601454073795
17,1300,1102,20892828,20892828,2.686979366824675,191.32783435115795
10,1674,342,1632034,1632034,0.23182125117932662,13.295528091768984
11,1330,260,1027270,1027270,0.11648537664094669,10.003766429387483
18,1901,571,6644166,6644166,0.5955715115495489,59.016526362376204
15,951,1660,40198570,40198570,3.8338808864326643,373.1575730147764
13,1171,2036,52174546,52174546,7.332109403068543,436.7403768024651
21,1403,816,14487274,14487274,1.6919983693645624,133.3453114955537
18,1246,232,1210586,1210586,0.2610676106613718,11.191024633601247
22,1621,202,1190800,1190800,0.2172621602405245,10.401778009236365
23,1355,1136,29967690,29967690,2.8182560827906102,324.83862468304744
12,1948,1894,43190786,43190786,3.168595246233845,383.81829636684745
7,973,1786,20906926,20906926,2.200759497565992,197.6129975890632
14,844,1198,19697526,19697526,1.7846078775407732,183.81500794099955
18,161,1268,27572670,27572670,2.5923454062919298,285.793646177581
23,1450,848,17077882,17077882,1.6071106034103169,146.6657929702677
10,1943,1866,35000572,35000572,2.7650440999260777,346.5412513003164
24,54,1932,86020378,86020378,9.410116645709449,839.8413536035278
1,367,1650,623710,623710,0.0939850930849547,6.6094538689952405
3,1036,1940,9562270,9562270,0.6098363517710634,101.36997410453706
3,2000,992,3965034,3965034,0.2966064867303869,32.1652090076981
13,1796,1636,35093846,35093846,3.247166511686907,312.2702193083922
4,47,1558,7377140,7377140,0.5765070114521619,72.93267498823782
22,1297,1219,32825242,32825242,2.987783667899437,333.80036761090554
11,685,1593,26501158,26501158,2.1147493678401856,224.3867448682944
8,1723,326,1311508,1311508,0.15280614303794077,14.046392180500398
17,1033,1098,20453554,20453554,2.0447129372626063,195.31250405774296
23,1390,1328,40688602,40688602,2.9946860054423623,434.19630407334984
1,1641,1822,3009954,3009954,0.2643492669712737,29.490983354213736
16,303,1660,41880150,41880150,4.442552241937828,363.19087376571434
23,1410,1611,59421745,59421745,5.555131346371141,564.3365143678881
13,366,1337,21970931,21970931,2.125018143525737,223.36138668621533
13,2044,1610,34433080,34433080,2.5062482730548066,376.44170035750614
12,778,1964,44001466,44001466,5.571377741080266,368.7596315753987
8,1421,952,7714066,7714066,0.6533514268952328,81.64609236423911
21,172,752,11462746,11462746,1.1052810481487807,111.98165506703157
1,239,1356,339010,339010,0.06374207573835931,2.8879151250076007
16,837,1773,48683044,48683044,4.762156565568798,515.6479477290942
18,569,428,3369654,3369654,0.3904207319616662,27.438302670249712
2,1825,246,512428,512428,0.0483498702896499,4.597380227353858
20,1493,561,6834112,6834112,0.6432991589240538,71.88438727886205
3,1481,537,1379026,1379026,0.1210330418303444,12.428482008331343
20,1702,499,5595297,5595297,0.45403616319834805,50.75072776440888
13,1704,1315,23021715,23021715,2.245218949704746,218.29758535719697
2,808,671,1000471,1000471,0.068898263604286,10.3877501321152
21,176,347,2480019,2480019,0.4013246931957355,24.643672951026474
3,1710,1671,8463625,8463625,0.6394499719252399,73.99651846443082
2,824,947,1688511,1688511,0.09037300965579774,15.451802659459746
19,898,649,8183251,8183251,0.8032101573210516,87.7435940235734
23,1405,214,1315254,1315254,0.2229983221271534,10.803654590984392
20,432,533,5643947,5643947,0.5339219458249451,53.11986263437995
20,611,1299,32893288,32893288,2.6856531677835473,295.948556178175
14,1480,1123,18083679,18083679,2.192803570277797,189.44965688375066
17,1382,839,12444897,12444897,2.252080063040922,106.1395393252873
19,1939,1178,27296626,27296626,2.630476046145376,269.9715135503985
21,1948,153,770977,770977,0.21985735387003855,7.084620685030339
3,1520,1393,6016377,6016377,0.37778111477103526,60.9606582315311
7,238,61,37891,37891,0.05617646382343462,0.32599181309518444
10,887,912,8312890,8312890,0.7036716167360074,75.79679512476007
14,1624,1895,49806295,49806295,4.528850995073095,528.7049603053391
19,1801,752,11555242,11555242,1.0520880087808664,105.5925592857365
3,1410,631,1694245,1694245,0.1612266324394999,15.142889633640078
17,991,680,8090650,8090650,0.6568029702020348,84.29503249070223
12,1545,730,7005820,7005820,0.5402952424146712,63.93459798988171
21,1314,359,3060485,3060485,0.38237790691063894,31.746770881588517
8,1072,661,3778947,3778947,0.32639433377616456,35.64535115879099
13,1457,929,11731422,11731422,0.954084900170072,101.10032307138145
22,1508,1699,63235091,63235091,6.899752541203464,635.2115565779054
3,164,591,803179,803179,0.11202252529103768,7.698986583817352
20,1922,180,966970,966970,0.20441592111436213,8.745918132742338
1,1506,1155,1752145,1752145,0.0964011291490419,15.226376893875543
13,506,876,9671926,9671926,1.0874847651700752,96.09810564694152
10,1029,1676,27038918,27038918,2.735386190199446,248.61844079082584
8,1950,1859,27849689,27849689,2.0879173183779214,241.70785731832078
19,1772,917,16787529,16787529,1.6005189450740582,144.98850126258472
18,1068,1429,36280891,36280891,3.0272308459113044,335.2732361802898
22,2013,229,1569576,1569576,0.25387464287663725,13.854102445646923
16,1226,1687,44801669,44801669,3.342868033256151,453.4626871302209
21,159,1954,76733590,76733590,9.372368234533843,679.9194089084493
5,1337,234,535402,535402,0.07728277127169508,5.058410997997485
5,350,1608,10929586,10929586,1.0624274284995405,100.27980668266036
9,827,1970,32713830,32713830,3.0565276663178347,277.6653445886002
15,1243,1609,38284556,38284556,3.4154321497122577,337.9237587795652
23,1892,631,9974227,9974227,0.8886679326629144,90.9293833456591
24,1411,1418,48295672,48295672,3.9116493866962854,433.7090803769903
8,63,1883,24972356,24972356,2.3625765520379614,245.0589022455381
17,1764,1560,41731570,41731570,3.679471356509505,347.27974318135097
6,232,858,3893614,3893614,0.35485175306688355,33.22270588712799
14,179,1408,26057866,26057866,2.0027520490103186,219.5458589565778
9,1227,890,7445750,7445750,0.5693044585230307,70.66715316584778
8,1910,1235,13057665,13057665,0.9113610487662692,128.07034553882335
2,513,463,457454,457454,0.050747167074524605,4.080622780064814
1,329,1337,454590,454590,0.045457568916608015,4.183508775748931
23,1973,321,2910838,2910838,0.34886081557399584,30.617231320622135
20,154,1809,62510005,62510005,4.803438121194168,574.7417643122855
15,1355,1169,20745084,20745084,2.206307422803941,200.34965267185467
1,1735,1168,2039338,2039338,0.15108998824551895,17.690198387545315
23,1548,486,5964688,5964688,0.6355627102219101,57.09277556491292
12,1796,1941,44971039,44971039,4.184496541848283,417.03875790723265
1,1088,276,303334,303334,0.02652928839157538,2.6759811400080036
9,1410,1610,23037500,23037500,1.6159997454021002,199.68333495927968
2,1306,1556,4471954,4471954,0.24725201546178385,47.01684797688279
10,258,2045,38206745,38206745,6.513741448098619,358.6401627421319
12,989,1222,17661576,17661576,1.728812746396949,185.10958832303987
13,994,1591,31993429,31993429,3.8563540417649467,264.80203229115205
17,787,915,14140420,14140420,1.2570102520171902,146.40240687459772
4,1821,1810,13149660,13149660,0.9917069989573464,106.87585710334254
9,1633,320,1347850,1347850,0.14592886285064813,11.1422855844002
16,1675,1145,21613030,21613030,1.9907713563512126,183.16793557800844
14,301,250,893760,893760,0.1701632077072446,9.50084587471382
17,263,1525,37652260,37652260,3.3813005395916322,330.9214345021609
8,783,38,40556,40556,0.06076111220890247,0.39322100262875204
6,1628,2044,24250026,24250026,2.658398755612173,252.98375846052278
8,1979,1435,17280280,17280280,1.4057530579462671,175.64685175166602
4,1133,1231,5958050,5958050,0.37164510209987245,60.44760983771388
3,1143,1330,5075290,5075290,0.27632593819207085,49.583274175638884
22,336,1528,49592778,49592778,4.653011733339244,538.5551883675338
14,1857,1681,39896864,39896864,3.8371205186901265,428.03580665944486
19,1998,521,5942015,5942015,0.5841549989241809,56.96248900251842
7,1894,1427,14944981,14944981,1.0388306733175634,136.25267616707362
3,922,1951,9436997,9436997,1.3014837466467704,93.574636797594
11,775,1144,13997994,13997994,1.70607182487666,130.38317563801647
5,1336,262,628548,628548,0.0827194829662185,6.6062706922922505
15,169,230,785230,785230,0.17572432692780923,6.6581237573966074
13,639,1796,39896354,39896354,6.641644645653353,376.6374759925476
23,754,775,13823685,13823685,1.3796923822109879,148.1840996763942
13,1072,1431,26140087,26140087,2.400848123390692,268.0253214821088
16,701,387,2527894,2527894,0.3593967843789785,23.13750259468106
23,1081,702,11623726,11623726,1.3059721327399711,106.08504546627454
3,257,2034,8823502,8823502,1.1203922971869207,81.03747124915004
18,1389,784,11560090,11560090,1.0978198551679685,106.56998109956943
10,1182,1989,37995877,37995877,5.617623321943626,395.9729557615605
1,263,618,169342,169342,0.04468615742272932,1.852033314334035
18,1987,886,15130232,15130232,2.1987235063672244,134.24360299842417
23,303,678,10340866,10340866,1.2215760347057278,88.16903532686193
18,763,1625,46176010,46176010,3.267473170214809,489.667404555657
16,1193,1493,35255712,35255712,2.8344171637234874,359.73172165488626
24,1792,1292,40752274,40752274,5.468453830951864,419.7079386033609
16,1923,2023,65330772,65330772,6.880815377553839,612.9087400637457
6,1942,1513,14408309,14408309,1.264464823000508,131.17271153617068
3,342,1557,5401243,5401243,0.34579183340955677,56.82424475131985
10,1633,1823,32923390,32923390,2.7759015874240656,291.12164369979604
6,411,256,437002,437002,0.07345418300011555,3.699691945011828
7,1804,1411,14514967,14514967,1.1429257833488735,144.23869432536438
7,790,329,914959,914959,0.09315909174981124,9.35906021515483
14,1223,1063,16015168,16015168,1.4557385749817278,133.9693890848165
8,541,900,6173110,6173110,0.4251681436586262,64.5252740474163
